"","GEOID","County","State","indicator","value"
"17400","53065","Stevens, WA","WASHINGTON","Poverty Rate",0.140633747620647
"17401","53067","Thurston, WA","WASHINGTON","Poverty Rate",0.102462899206681
"17402","53069","Wahkiakum, WA","WASHINGTON","Poverty Rate",0.0723992502343018
"17403","53071","WallaWalla, WA","WASHINGTON","Poverty Rate",0.121411413898782
"17404","53073","Whatcom, WA","WASHINGTON","Poverty Rate",0.137812979743774
"17405","53075","Whitman, WA","WASHINGTON","Poverty Rate",0.227884869289675
"17406","53077","Yakima, WA","WASHINGTON","Poverty Rate",0.17122752776365
"17407","54001","Barbour, WV","WESTVIRGINIA","Poverty Rate",0.199182348343654
"17408","54003","Berkeley, WV","WESTVIRGINIA","Poverty Rate",0.120507417908765
"17409","54005","Boone, WV","WESTVIRGINIA","Poverty Rate",0.229032546494993
"17410","54007","Braxton, WV","WESTVIRGINIA","Poverty Rate",0.213883016208598
"17411","54009","Brooke, WV","WESTVIRGINIA","Poverty Rate",0.125517609866869
"17412","54011","Cabell, WV","WESTVIRGINIA","Poverty Rate",0.213623209913185
"17413","54013","Calhoun, WV","WESTVIRGINIA","Poverty Rate",0.214804660726525
"17414","54015","Clay, WV","WESTVIRGINIA","Poverty Rate",0.270180273280514
"17415","54017","Doddridge, WV","WESTVIRGINIA","Poverty Rate",0.142172897196262
"17416","54019","Fayette, WV","WESTVIRGINIA","Poverty Rate",0.197792362768496
"17417","54021","Gilmer, WV","WESTVIRGINIA","Poverty Rate",0.132943663723417
"17418","54023","Grant, WV","WESTVIRGINIA","Poverty Rate",0.107524104683196
"17419","54025","Greenbrier, WV","WESTVIRGINIA","Poverty Rate",0.157303370786517
"17420","54027","Hampshire, WV","WESTVIRGINIA","Poverty Rate",0.173495216440002
"17421","54029","Hancock, WV","WESTVIRGINIA","Poverty Rate",0.137664636014022
"17422","54031","Hardy, WV","WESTVIRGINIA","Poverty Rate",0.136110105034408
"17423","54033","Harrison, WV","WESTVIRGINIA","Poverty Rate",0.1499970548389
"17424","54035","Jackson, WV","WESTVIRGINIA","Poverty Rate",0.17507870066074
"17425","54037","Jefferson, WV","WESTVIRGINIA","Poverty Rate",0.0944324496513645
"17426","54039","Kanawha, WV","WESTVIRGINIA","Poverty Rate",0.168960982982229
"17427","54041","Lewis, WV","WESTVIRGINIA","Poverty Rate",0.208462204626995
"17428","54043","Lincoln, WV","WESTVIRGINIA","Poverty Rate",0.227290167865707
"17429","54045","Logan, WV","WESTVIRGINIA","Poverty Rate",0.249381673402908
"17430","54047","McDowell, WV","WESTVIRGINIA","Poverty Rate",0.305664219495204
"17431","54049","Marion, WV","WESTVIRGINIA","Poverty Rate",0.159755123768965
"17432","54051","Marshall, WV","WESTVIRGINIA","Poverty Rate",0.14235978024786
"17433","54053","Mason, WV","WESTVIRGINIA","Poverty Rate",0.154250559284116
"17434","54055","Mercer, WV","WESTVIRGINIA","Poverty Rate",0.193427794188822
"17435","54057","Mineral, WV","WESTVIRGINIA","Poverty Rate",0.133544373688666
"17436","54059","Mingo, WV","WESTVIRGINIA","Poverty Rate",0.285426101276245
"17437","54061","Monongalia, WV","WESTVIRGINIA","Poverty Rate",0.195811289986158
"17438","54063","Monroe, WV","WESTVIRGINIA","Poverty Rate",0.150735019774644
"17439","54065","Morgan, WV","WESTVIRGINIA","Poverty Rate",0.078265288836185
"17440","54067","Nicholas, WV","WESTVIRGINIA","Poverty Rate",0.18191243320839
"17441","54069","Ohio, WV","WESTVIRGINIA","Poverty Rate",0.118501293215955
"17442","54071","Pendleton, WV","WESTVIRGINIA","Poverty Rate",0.149550064276532
"17443","54073","Pleasants, WV","WESTVIRGINIA","Poverty Rate",0.114006950013365
"17444","54075","Pocahontas, WV","WESTVIRGINIA","Poverty Rate",0.16
"17445","54077","Preston, WV","WESTVIRGINIA","Poverty Rate",0.139744084553039
"17446","54079","Putnam, WV","WESTVIRGINIA","Poverty Rate",0.0967496908673379
"17447","54081","Raleigh, WV","WESTVIRGINIA","Poverty Rate",0.178918832722054
"17448","54083","Randolph, WV","WESTVIRGINIA","Poverty Rate",0.169650881437954
"17449","54085","Ritchie, WV","WESTVIRGINIA","Poverty Rate",0.180719219829338
"17450","54087","Roane, WV","WESTVIRGINIA","Poverty Rate",0.181098430813124
"17451","54089","Summers, WV","WESTVIRGINIA","Poverty Rate",0.202210460772105
"17452","54091","Taylor, WV","WESTVIRGINIA","Poverty Rate",0.163128557874763
"17453","54093","Tucker, WV","WESTVIRGINIA","Poverty Rate",0.12145517043827
"17454","54095","Tyler, WV","WESTVIRGINIA","Poverty Rate",0.163318579048916
"17455","54097","Upshur, WV","WESTVIRGINIA","Poverty Rate",0.194637172475716
"17456","54099","Wayne, WV","WESTVIRGINIA","Poverty Rate",0.231322730317842
"17457","54101","Webster, WV","WESTVIRGINIA","Poverty Rate",0.258764607679466
"17458","54103","Wetzel, WV","WESTVIRGINIA","Poverty Rate",0.217413837781809
"17459","54105","Wirt, WV","WESTVIRGINIA","Poverty Rate",0.161434977578475
"17460","54107","Wood, WV","WESTVIRGINIA","Poverty Rate",0.166148775894539
"17461","54109","Wyoming, WV","WESTVIRGINIA","Poverty Rate",0.221089234528453
"17462","55001","Adams, WI","WISCONSIN","Poverty Rate",0.121279984074848
"17463","55003","Ashland, WI","WISCONSIN","Poverty Rate",0.16674137158225
"17464","55005","Barron, WI","WISCONSIN","Poverty Rate",0.105021114771496
"17465","55007","Bayfield, WI","WISCONSIN","Poverty Rate",0.108850797038618
"17466","55009","Brown, WI","WISCONSIN","Poverty Rate",0.0949810229255303
"17467","55011","Buffalo, WI","WISCONSIN","Poverty Rate",0.0937071461222002
"17468","55013","Burnett, WI","WISCONSIN","Poverty Rate",0.122768003139512
"17469","55015","Calumet, WI","WISCONSIN","Poverty Rate",0.0575028040378145
"17470","55017","Chippewa, WI","WISCONSIN","Poverty Rate",0.0982595630125837
"17471","55019","Clark, WI","WISCONSIN","Poverty Rate",0.118453396570173
"17472","55021","Columbia, WI","WISCONSIN","Poverty Rate",0.0692944532931931
"17473","55023","Crawford, WI","WISCONSIN","Poverty Rate",0.117770249461041
"17474","55025","Dane, WI","WISCONSIN","Poverty Rate",0.106245732897078
"17475","55027","Dodge, WI","WISCONSIN","Poverty Rate",0.078698056204754
"17476","55029","Door, WI","WISCONSIN","Poverty Rate",0.0749490390215492
"17477","55031","Douglas, WI","WISCONSIN","Poverty Rate",0.116572352465643
"17478","55033","Dunn, WI","WISCONSIN","Poverty Rate",0.107911258071002
"17479","55035","EauClaire, WI","WISCONSIN","Poverty Rate",0.132619742257086
"17480","55037","Florence, WI","WISCONSIN","Poverty Rate",0.101529902642559
"17481","55039","FondduLac, WI","WISCONSIN","Poverty Rate",0.0812986734504908
"17482","55041","Forest, WI","WISCONSIN","Poverty Rate",0.168426903835464
"17483","55043","Grant, WI","WISCONSIN","Poverty Rate",0.140683896159125
"17484","55045","Green, WI","WISCONSIN","Poverty Rate",0.0696010407632264
"17485","55047","GreenLake, WI","WISCONSIN","Poverty Rate",0.115009330845108
"17486","55049","Iowa, WI","WISCONSIN","Poverty Rate",0.087263951223643
"17487","55051","Iron, WI","WISCONSIN","Poverty Rate",0.142254264111131
"17488","55053","Jackson, WI","WISCONSIN","Poverty Rate",0.108615144722737
"17489","55055","Jefferson, WI","WISCONSIN","Poverty Rate",0.0802824051664089
"17490","55057","Juneau, WI","WISCONSIN","Poverty Rate",0.141551476697636
"17491","55059","Kenosha, WI","WISCONSIN","Poverty Rate",0.119893902352187
"17492","55061","Kewaunee, WI","WISCONSIN","Poverty Rate",0.076862706626772
"17493","55063","LaCrosse, WI","WISCONSIN","Poverty Rate",0.123492289683953
"17494","55065","Lafayette, WI","WISCONSIN","Poverty Rate",0.111277295842058
"17495","55067","Langlade, WI","WISCONSIN","Poverty Rate",0.130471116682336
"17496","55069","Lincoln, WI","WISCONSIN","Poverty Rate",0.0879829873125721
"17497","55071","Manitowoc, WI","WISCONSIN","Poverty Rate",0.0984908757971838
"17498","55073","Marathon, WI","WISCONSIN","Poverty Rate",0.090445803421076
"17499","55075","Marinette, WI","WISCONSIN","Poverty Rate",0.128692035354411
"17500","55077","Marquette, WI","WISCONSIN","Poverty Rate",0.10474385781495
"17501","55078","Menominee, WI","WISCONSIN","Poverty Rate",0.349495392716104
"17502","55079","Milwaukee, WI","WISCONSIN","Poverty Rate",0.185325043680471
"17503","55081","Monroe, WI","WISCONSIN","Poverty Rate",0.110856219003299
"17504","55083","Oconto, WI","WISCONSIN","Poverty Rate",0.0902087871221378
"17505","55085","Oneida, WI","WISCONSIN","Poverty Rate",0.0770187388711455
"17506","55087","Outagamie, WI","WISCONSIN","Poverty Rate",0.0764566505115778
"17507","55089","Ozaukee, WI","WISCONSIN","Poverty Rate",0.0522703929026942
"17508","55091","Pepin, WI","WISCONSIN","Poverty Rate",0.103234686854783
"17509","55093","Pierce, WI","WISCONSIN","Poverty Rate",0.0865950401410296
"17510","55095","Polk, WI","WISCONSIN","Poverty Rate",0.0902896081771721
"17511","55097","Portage, WI","WISCONSIN","Poverty Rate",0.114664741193793
"17512","55099","Price, WI","WISCONSIN","Poverty Rate",0.129025044722719
"17513","55101","Racine, WI","WISCONSIN","Poverty Rate",0.120872997208617
"17514","55103","Richland, WI","WISCONSIN","Poverty Rate",0.138037688298299
"17515","55105","Rock, WI","WISCONSIN","Poverty Rate",0.12555503478218
"17516","55107","Rusk, WI","WISCONSIN","Poverty Rate",0.118666855363714
"17517","55109","St.Croix, WI","WISCONSIN","Poverty Rate",0.0518527701392959
"17518","55111","Sauk, WI","WISCONSIN","Poverty Rate",0.097431244329026
"17519","55113","Sawyer, WI","WISCONSIN","Poverty Rate",0.158607232148302
"17520","55115","Shawano, WI","WISCONSIN","Poverty Rate",0.102728339526697
"17521","55117","Sheboygan, WI","WISCONSIN","Poverty Rate",0.0704127524353609
"17522","55119","Taylor, WI","WISCONSIN","Poverty Rate",0.0975645756457565
"17523","55121","Trempealeau, WI","WISCONSIN","Poverty Rate",0.0769856605308654
"17524","55123","Vernon, WI","WISCONSIN","Poverty Rate",0.158652433649985
"17525","55125","Vilas, WI","WISCONSIN","Poverty Rate",0.125465495839272
"17526","55127","Walworth, WI","WISCONSIN","Poverty Rate",0.103479053883618
"17527","55129","Washburn, WI","WISCONSIN","Poverty Rate",0.133031616522183
"17528","55131","Washington, WI","WISCONSIN","Poverty Rate",0.0457661663887345
"17529","55133","Waukesha, WI","WISCONSIN","Poverty Rate",0.047650914538985
"17530","55135","Waupaca, WI","WISCONSIN","Poverty Rate",0.100614694116499
"17531","55137","Waushara, WI","WISCONSIN","Poverty Rate",0.105443723391064
"17532","55139","Winnebago, WI","WISCONSIN","Poverty Rate",0.107950777825375
"17533","55141","Wood, WI","WISCONSIN","Poverty Rate",0.101460772513404
"17534","56001","Albany, WY","WYOMING","Poverty Rate",0.194165147173743
"17535","56003","BigHorn, WY","WYOMING","Poverty Rate",0.123716546036021
"17536","56005","Campbell, WY","WYOMING","Poverty Rate",0.119681916935603
"17537","56007","Carbon, WY","WYOMING","Poverty Rate",0.117793664327409
"17538","56009","Converse, WY","WYOMING","Poverty Rate",0.0958264492493355
"17539","56011","Crook, WY","WYOMING","Poverty Rate",0.090203426124197
"17540","56013","Fremont, WY","WYOMING","Poverty Rate",0.126544760373757
"17541","56015","Goshen, WY","WYOMING","Poverty Rate",0.108304602008694
"17542","56017","HotSprings, WY","WYOMING","Poverty Rate",0.148035598003039
"17543","56019","Johnson, WY","WYOMING","Poverty Rate",0.119005537881466
"17544","56021","Laramie, WY","WYOMING","Poverty Rate",0.0969487388120423
"17545","56023","Lincoln, WY","WYOMING","Poverty Rate",0.081664418387465
"17546","56025","Natrona, WY","WYOMING","Poverty Rate",0.092029427507998
"17547","56027","Niobrara, WY","WYOMING","Poverty Rate",0.17795210569777
"17548","56029","Park, WY","WYOMING","Poverty Rate",0.0827157952518183
"17549","56031","Platte, WY","WYOMING","Poverty Rate",0.136681426240969
"17550","56033","Sheridan, WY","WYOMING","Poverty Rate",0.0572660915726609
"17551","56035","Sublette, WY","WYOMING","Poverty Rate",0.101113360323887
"17552","56037","Sweetwater, WY","WYOMING","Poverty Rate",0.113071850371085
"17553","56039","Teton, WY","WYOMING","Poverty Rate",0.061254295532646
"17554","56041","Uinta, WY","WYOMING","Poverty Rate",0.112212510376483
"17555","56043","Washakie, WY","WYOMING","Poverty Rate",0.102778123832067
"17556","56045","Weston, WY","WYOMING","Poverty Rate",0.137750035466024
"17557","01001","Autauga, AL","ALABAMA","Crimes per 100,000 residents",251.6019259
"17558","01003","Baldwin, AL","ALABAMA","Crimes per 100,000 residents",228.086325
"17559","01005","Barbour, AL","ALABAMA","Crimes per 100,000 residents",177.2787709
"17560","01007","Bibb, AL","ALABAMA","Crimes per 100,000 residents",217.6616915
"17561","01009","Blount, AL","ALABAMA","Crimes per 100,000 residents",210.8100636
"17562","01011","Bullock, AL","ALABAMA","Crimes per 100,000 residents",526.3652599
"17563","01013","Butler, AL","ALABAMA","Crimes per 100,000 residents",537.8731804
"17564","01015","Calhoun, AL","ALABAMA","Crimes per 100,000 residents",580.7976974
"17565","01017","Chambers, AL","ALABAMA","Crimes per 100,000 residents",562.0279843
"17566","01019","Cherokee, AL","ALABAMA","Crimes per 100,000 residents",415.9829027
"17567","01021","Chilton, AL","ALABAMA","Crimes per 100,000 residents",354.9407294
"17568","01023","Choctaw, AL","ALABAMA","Crimes per 100,000 residents",96.82705199
"17569","01025","Clarke, AL","ALABAMA","Crimes per 100,000 residents",480.0253898
"17570","01027","Clay, AL","ALABAMA","Crimes per 100,000 residents",430.075634
"17571","01029","Cleburne, AL","ALABAMA","Crimes per 100,000 residents",193.4106976
"17572","01031","Coffee, AL","ALABAMA","Crimes per 100,000 residents",341.591739
"17573","01033","Colbert, AL","ALABAMA","Crimes per 100,000 residents",482.3917828
"17574","01035","Conecuh, AL","ALABAMA","Crimes per 100,000 residents",644.0599053
"17575","01037","Coosa, AL","ALABAMA","Crimes per 100,000 residents",192.6959075
"17576","01039","Covington, AL","ALABAMA","Crimes per 100,000 residents",258.6707491
"17577","01041","Crenshaw, AL","ALABAMA","Crimes per 100,000 residents",479.0504791
"17578","01043","Cullman, AL","ALABAMA","Crimes per 100,000 residents",237.591417
"17579","01045","Dale, AL","ALABAMA","Crimes per 100,000 residents",410.9534119
"17580","01047","Dallas, AL","ALABAMA","Crimes per 100,000 residents",828.6503477
"17581","01049","DeKalb, AL","ALABAMA","Crimes per 100,000 residents",381.6202667
"17582","01051","Elmore, AL","ALABAMA","Crimes per 100,000 residents",284.2945786
"17583","01053","Escambia, AL","ALABAMA","Crimes per 100,000 residents",618.6978385
"17584","01055","Etowah, AL","ALABAMA","Crimes per 100,000 residents",513.8024266
"17585","01057","Fayette, AL","ALABAMA","Crimes per 100,000 residents",230.6464013
"17586","01059","Franklin, AL","ALABAMA","Crimes per 100,000 residents",497.9068882
"17587","01061","Geneva, AL","ALABAMA","Crimes per 100,000 residents",318.0304561
"17588","01063","Greene, AL","ALABAMA","Crimes per 100,000 residents",903.4766697
"17589","01065","Hale, AL","ALABAMA","Crimes per 100,000 residents",136.3105284
"17590","01067","Henry, AL","ALABAMA","Crimes per 100,000 residents",387.372803
"17591","01069","Houston, AL","ALABAMA","Crimes per 100,000 residents",401.2810125
"17592","01071","Jackson, AL","ALABAMA","Crimes per 100,000 residents",385.2618459
"17593","01073","Jefferson, AL","ALABAMA","Crimes per 100,000 residents",798.3574913
"17594","01075","Lamar, AL","ALABAMA","Crimes per 100,000 residents",133.4644563
"17595","01077","Lauderdale, AL","ALABAMA","Crimes per 100,000 residents",262.9395347
"17596","01079","Lawrence, AL","ALABAMA","Crimes per 100,000 residents",294.7569
"17597","01081","Lee, AL","ALABAMA","Crimes per 100,000 residents",246.4669754
"17598","01083","Limestone, AL","ALABAMA","Crimes per 100,000 residents",151.9500253
"17599","01085","Lowndes, AL","ALABAMA","Crimes per 100,000 residents",597.9631879
"17600","01087","Macon, AL","ALABAMA","Crimes per 100,000 residents",919.341731
"17601","01089","Madison, AL","ALABAMA","Crimes per 100,000 residents",603.3578174
"17602","01091","Marengo, AL","ALABAMA","Crimes per 100,000 residents",461.4239643
"17603","01093","Marion, AL","ALABAMA","Crimes per 100,000 residents",280.2136217
"17604","01095","Marshall, AL","ALABAMA","Crimes per 100,000 residents",186.7876741
"17605","01097","Mobile, AL","ALABAMA","Crimes per 100,000 residents",552.3100664
"17606","01099","Monroe, AL","ALABAMA","Crimes per 100,000 residents",481.201655
"17607","01101","Montgomery, AL","ALABAMA","Crimes per 100,000 residents",396.6310625
"17608","01103","Morgan, AL","ALABAMA","Crimes per 100,000 residents",254.6186147
"17609","01105","Perry, AL","ALABAMA","Crimes per 100,000 residents",0
"17610","01107","Pickens, AL","ALABAMA","Crimes per 100,000 residents",216.4836864
"17611","01109","Pike, AL","ALABAMA","Crimes per 100,000 residents",413.929632
"17612","01111","Randolph, AL","ALABAMA","Crimes per 100,000 residents",268.4032208
"17613","01113","Russell, AL","ALABAMA","Crimes per 100,000 residents",449.7776286
"17614","01115","St.Clair, AL","ALABAMA","Crimes per 100,000 residents",203.9208416
"17615","01117","Shelby, AL","ALABAMA","Crimes per 100,000 residents",176.8047801
"17616","01119","Sumter, AL","ALABAMA","Crimes per 100,000 residents",553.8507597
"17617","01121","Talladega, AL","ALABAMA","Crimes per 100,000 residents",326.7732071
"17618","01123","Tallapoosa, AL","ALABAMA","Crimes per 100,000 residents",497.5365871
"17619","01125","Tuscaloosa, AL","ALABAMA","Crimes per 100,000 residents",432.2257134
"17620","01127","Walker, AL","ALABAMA","Crimes per 100,000 residents",443.9528471
"17621","01129","Washington, AL","ALABAMA","Crimes per 100,000 residents",325.8873022
"17622","01131","Wilcox, AL","ALABAMA","Crimes per 100,000 residents",336.0749978
"17623","01133","Winston, AL","ALABAMA","Crimes per 100,000 residents",372.7325437
"17624","05003","Ashley, AR","ARKANSAS","Crimes per 100,000 residents",244.3264577
"17625","05005","Baxter, AR","ARKANSAS","Crimes per 100,000 residents",119.6376688
"17626","05007","Benton, AR","ARKANSAS","Crimes per 100,000 residents",267.1757334
"17627","05009","Boone, AR","ARKANSAS","Crimes per 100,000 residents",355.653011
"17628","05011","Bradley, AR","ARKANSAS","Crimes per 100,000 residents",275.5800516
"17629","05013","Calhoun, AR","ARKANSAS","Crimes per 100,000 residents",190.8032818
"17630","05015","Carroll, AR","ARKANSAS","Crimes per 100,000 residents",248.1300345
"17631","05017","Chicot, AR","ARKANSAS","Crimes per 100,000 residents",591.0895457
"17632","05019","Clark, AR","ARKANSAS","Crimes per 100,000 residents",386.9322429
"17633","05021","Clay, AR","ARKANSAS","Crimes per 100,000 residents",90.89728607
"17634","05023","Cleburne, AR","ARKANSAS","Crimes per 100,000 residents",245.2697968
"17635","05025","Cleveland, AR","ARKANSAS","Crimes per 100,000 residents",81.46165484
"17636","05027","Columbia, AR","ARKANSAS","Crimes per 100,000 residents",190.3658335
"17637","05029","Conway, AR","ARKANSAS","Crimes per 100,000 residents",268.2984232
"17638","05031","Craighead, AR","ARKANSAS","Crimes per 100,000 residents",322.205581
"17639","05033","Crawford, AR","ARKANSAS","Crimes per 100,000 residents",316.3530175
"17640","05035","Crittenden, AR","ARKANSAS","Crimes per 100,000 residents",1754.914968
"17641","05037","Cross, AR","ARKANSAS","Crimes per 100,000 residents",347.6179622
"17642","05039","Dallas, AR","ARKANSAS","Crimes per 100,000 residents",516.8284382
"17643","05041","Desha, AR","ARKANSAS","Crimes per 100,000 residents",415.8336665
"17644","05043","Drew, AR","ARKANSAS","Crimes per 100,000 residents",361.9909502
"17645","05045","Faulkner, AR","ARKANSAS","Crimes per 100,000 residents",314.4338518
"17646","05047","Franklin, AR","ARKANSAS","Crimes per 100,000 residents",316.0696462
"17647","05049","Fulton, AR","ARKANSAS","Crimes per 100,000 residents",146.2938882
"17648","05051","Garland, AR","ARKANSAS","Crimes per 100,000 residents",388.9969436
"17649","05053","Grant, AR","ARKANSAS","Crimes per 100,000 residents",310.7830623
"17650","05055","Greene, AR","ARKANSAS","Crimes per 100,000 residents",280.762002
"17651","05057","Hempstead, AR","ARKANSAS","Crimes per 100,000 residents",649.6395835
"17652","05059","HotSpring, AR","ARKANSAS","Crimes per 100,000 residents",65.67164179
"17653","05061","Howard, AR","ARKANSAS","Crimes per 100,000 residents",309.2555776
"17654","05063","Independence, AR","ARKANSAS","Crimes per 100,000 residents",562.2077466
"17655","05065","Izard, AR","ARKANSAS","Crimes per 100,000 residents",201.9748654
"17656","05067","Jackson, AR","ARKANSAS","Crimes per 100,000 residents",363.3267102
"17657","05069","Jefferson, AR","ARKANSAS","Crimes per 100,000 residents",959.1343198
"17658","05071","Johnson, AR","ARKANSAS","Crimes per 100,000 residents",205.0607444
"17659","05073","Lafayette, AR","ARKANSAS","Crimes per 100,000 residents",55.15719801
"17660","05075","Lawrence, AR","ARKANSAS","Crimes per 100,000 residents",129.3280818
"17661","05077","Lee, AR","ARKANSAS","Crimes per 100,000 residents",129.8052921
"17662","05079","Lincoln, AR","ARKANSAS","Crimes per 100,000 residents",114.0332122
"17663","05081","LittleRiver, AR","ARKANSAS","Crimes per 100,000 residents",314.2183818
"17664","05083","Logan, AR","ARKANSAS","Crimes per 100,000 residents",194.7287383
"17665","05085","Lonoke, AR","ARKANSAS","Crimes per 100,000 residents",312.3542465
"17666","05087","Madison, AR","ARKANSAS","Crimes per 100,000 residents",299.3439908
"17667","05089","Marion, AR","ARKANSAS","Crimes per 100,000 residents",328.6670724
"17668","05091","Miller, AR","ARKANSAS","Crimes per 100,000 residents",956.1771347
"17669","05093","Mississippi, AR","ARKANSAS","Crimes per 100,000 residents",763.9897241
"17670","05095","Monroe, AR","ARKANSAS","Crimes per 100,000 residents",364.4884145
"17671","05097","Montgomery, AR","ARKANSAS","Crimes per 100,000 residents",0
"17672","05099","Nevada, AR","ARKANSAS","Crimes per 100,000 residents",215.9336288
"17673","05101","Newton, AR","ARKANSAS","Crimes per 100,000 residents",62.00396825
"17674","05103","Ouachita, AR","ARKANSAS","Crimes per 100,000 residents",355.9715223
"17675","05105","Perry, AR","ARKANSAS","Crimes per 100,000 residents",289.9951667
"17676","05107","Phillips, AR","ARKANSAS","Crimes per 100,000 residents",818.6675817
"17677","05109","Pike, AR","ARKANSAS","Crimes per 100,000 residents",80.52250157
"17678","05111","Poinsett, AR","ARKANSAS","Crimes per 100,000 residents",360.3230483
"17679","05113","Polk, AR","ARKANSAS","Crimes per 100,000 residents",289.1306478
"17680","05115","Pope, AR","ARKANSAS","Crimes per 100,000 residents",254.208835
"17681","05117","Prairie, AR","ARKANSAS","Crimes per 100,000 residents",95.53379508
"17682","05119","Pulaski, AR","ARKANSAS","Crimes per 100,000 residents",959.9165823
"17683","05121","Randolph, AR","ARKANSAS","Crimes per 100,000 residents",28.26136107
"17684","05123","St.Francis, AR","ARKANSAS","Crimes per 100,000 residents",542.9200293
"17685","05125","Saline, AR","ARKANSAS","Crimes per 100,000 residents",249.991259
"17686","05127","Scott, AR","ARKANSAS","Crimes per 100,000 residents",182.6484018
"17687","05129","Searcy, AR","ARKANSAS","Crimes per 100,000 residents",162.0341518
"17688","05131","Sebastian, AR","ARKANSAS","Crimes per 100,000 residents",612.5237549
"17689","05133","Sevier, AR","ARKANSAS","Crimes per 100,000 residents",178.5097317
"17690","05135","Sharp, AR","ARKANSAS","Crimes per 100,000 residents",93.84714646
"17691","05137","Stone, AR","ARKANSAS","Crimes per 100,000 residents",246.4033066
"17692","05139","Union, AR","ARKANSAS","Crimes per 100,000 residents",604.5117216
"17693","05141","VanBuren, AR","ARKANSAS","Crimes per 100,000 residents",253.9570045
"17694","05143","Washington, AR","ARKANSAS","Crimes per 100,000 residents",434.8227901
"17695","05145","White, AR","ARKANSAS","Crimes per 100,000 residents",198.7691602
"17696","05147","Woodruff, AR","ARKANSAS","Crimes per 100,000 residents",42.42081448
"17697","05149","Yell, AR","ARKANSAS","Crimes per 100,000 residents",274.0602019
"17698","06001","Alameda, CA","CALIFORNIA","Crimes per 100,000 residents",753.6935735
"17699","06003","Alpine, CA","CALIFORNIA","Crimes per 100,000 residents",690.2502157
"17700","06005","Amador, CA","CALIFORNIA","Crimes per 100,000 residents",355.9790794
"17701","06007","Butte, CA","CALIFORNIA","Crimes per 100,000 residents",307.98325
"17702","06009","Calaveras, CA","CALIFORNIA","Crimes per 100,000 residents",226.8898124
"17703","06011","Colusa, CA","CALIFORNIA","Crimes per 100,000 residents",215.3759715
"17704","06013","ContraCosta, CA","CALIFORNIA","Crimes per 100,000 residents",400.6561842
"17705","06015","DelNorte, CA","CALIFORNIA","Crimes per 100,000 residents",556.0937108
"17706","06017","ElDorado, CA","CALIFORNIA","Crimes per 100,000 residents",244.309084
"17707","06019","Fresno, CA","CALIFORNIA","Crimes per 100,000 residents",534.2980847
"17708","06021","Glenn, CA","CALIFORNIA","Crimes per 100,000 residents",279.1696492
"17709","06023","Humboldt, CA","CALIFORNIA","Crimes per 100,000 residents",289.2343839
"17710","06025","Imperial, CA","CALIFORNIA","Crimes per 100,000 residents",278.6209396
"17711","06027","Inyo, CA","CALIFORNIA","Crimes per 100,000 residents",449.4503709
"17712","06029","Kern, CA","CALIFORNIA","Crimes per 100,000 residents",575.8432818
"17713","06031","Kings, CA","CALIFORNIA","Crimes per 100,000 residents",508.081611
"17714","06033","Lake, CA","CALIFORNIA","Crimes per 100,000 residents",588.7879737
"17715","06035","Lassen, CA","CALIFORNIA","Crimes per 100,000 residents",410.4094767
"17716","06037","LosAngeles, CA","CALIFORNIA","Crimes per 100,000 residents",444.800814
"17717","06039","Madera, CA","CALIFORNIA","Crimes per 100,000 residents",612.9051309
"17718","06041","Marin, CA","CALIFORNIA","Crimes per 100,000 residents",189.6541714
"17719","06043","Mariposa, CA","CALIFORNIA","Crimes per 100,000 residents",399.8873557
"17720","06045","Mendocino, CA","CALIFORNIA","Crimes per 100,000 residents",410.5881274
"17721","06047","Merced, CA","CALIFORNIA","Crimes per 100,000 residents",696.3544912
"17722","06049","Modoc, CA","CALIFORNIA","Crimes per 100,000 residents",754.3456871
"17723","06051","Mono, CA","CALIFORNIA","Crimes per 100,000 residents",312.6332244
"17724","06053","Monterey, CA","CALIFORNIA","Crimes per 100,000 residents",435.1415259
"17725","06055","Napa, CA","CALIFORNIA","Crimes per 100,000 residents",345.6237618
"17726","06057","Nevada, CA","CALIFORNIA","Crimes per 100,000 residents",247.4541752
"17727","06059","Orange, CA","CALIFORNIA","Crimes per 100,000 residents",217.9900031
"17728","06061","Placer, CA","CALIFORNIA","Crimes per 100,000 residents",185.130231
"17729","06063","Plumas, CA","CALIFORNIA","Crimes per 100,000 residents",572.6708733
"17730","06065","Riverside, CA","CALIFORNIA","Crimes per 100,000 residents",304.8627551
"17731","06067","Sacramento, CA","CALIFORNIA","Crimes per 100,000 residents",547.6937429
"17732","06069","SanBenito, CA","CALIFORNIA","Crimes per 100,000 residents",376.7361111
"17733","06071","SanBernardino, CA","CALIFORNIA","Crimes per 100,000 residents",432.4902041
"17734","06073","SanDiego, CA","CALIFORNIA","Crimes per 100,000 residents",368.6724057
"17735","06075","SanFrancisco, CA","CALIFORNIA","Crimes per 100,000 residents",701.4217104
"17736","06077","SanJoaquin, CA","CALIFORNIA","Crimes per 100,000 residents",887.1644385
"17737","06079","SanLuisObispo, CA","CALIFORNIA","Crimes per 100,000 residents",327.7348314
"17738","06081","SanMateo, CA","CALIFORNIA","Crimes per 100,000 residents",235.3577129
"17739","06083","SantaBarbara, CA","CALIFORNIA","Crimes per 100,000 residents",377.0969275
"17740","06085","SantaClara, CA","CALIFORNIA","Crimes per 100,000 residents",265.4076897
